ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7990818	5.21e-03	7.31e-04	3.539153	-1.081559	1.64987827	BCL2A1	BCL2 related protein A1
7988163	5.21e-03	7.31e-04	-3.5389628	-1.082127	-0.60780209	CATSPER2	cation channel sperm associated 2
7919157	5.21e-03	7.31e-04	-3.5388389	-1.082498	-0.99485414	PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
8112920	5.22e-03	7.33e-04	3.5381814	-1.084464	0.2976874	ACOT12	acyl-CoA thioesterase 12
7990810	5.22e-03	7.33e-04	3.5380328	-1.084908	1.06634744	ST20-MTHFS///MTHFS	ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
8071179	5.23e-03	7.34e-04	3.5378236	-1.085534	0.51963161	DGCR6	DiGeorge syndrome critical region gene 6
8022506	5.23e-03	7.34e-04	3.5375772	-1.086271	1.10767297		
8099541	5.23e-03	7.34e-04	-3.5375476	-1.086359	-0.99452923	QDPR	quinoid dihydropteridine reductase
8013329	5.23e-03	7.35e-04	-3.5371118	-1.087662	-1.72149405	SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1	small nucleolar RNA, C/D box 3D///small nucleolar RNA, C/D box 3C///small nucleolar RNA, C/D box 3B-2///small nucleolar RNA, C/D box 3A///small nucleolar RNA, C/D box 3B-1
8174281	5.25e-03	7.38e-04	3.5361162	-1.090638	0.34067956		
7980983	5.26e-03	7.39e-04	3.5354518	-1.092624	0.57491083	MOAP1	modulator of apoptosis 1
7912239	5.27e-03	7.41e-04	3.5349432	-1.094144	0.52276852	GPR157	G protein-coupled receptor 157
7971723	5.27e-03	7.41e-04	3.5348116	-1.094537	1.49915833	LINC00282	long intergenic non-protein coding RNA 282
8037579	5.27e-03	7.42e-04	-3.5342769	-1.096135	-0.39477312	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
8180214	5.27e-03	7.42e-04	3.5342693	-1.096158	0.84124075	CC2D2B	coiled-coil and C2 domain containing 2B
7983648	5.28e-03	7.43e-04	-3.5339104	-1.09723	-0.7137204		
7968344	5.28e-03	7.43e-04	3.5337913	-1.097586	1.7159743	ALOX5AP	arachidonate 5-lipoxygenase activating protein
7936614	5.28e-03	7.43e-04	-3.5337143	-1.097816	-0.62823575	EIF3A	eukaryotic translation initiation factor 3 subunit A
7946678	5.29e-03	7.44e-04	3.5333295	-1.098965	0.37826311		
7951752	5.29e-03	7.45e-04	3.5332794	-1.099115	1.02343821	USP28	ubiquitin specific peptidase 28
8170027	5.29e-03	7.45e-04	3.5330815	-1.099706	0.70964705	INTS6L	integrator complex subunit 6 like
8167369	5.29e-03	7.46e-04	-3.5327435	-1.100716	-0.3664499	HDAC6	histone deacetylase 6
8129985	5.29e-03	7.46e-04	-3.53259	-1.101175	-1.17440786	PLAGL1	PLAG1 like zinc finger 1
7982154	5.29e-03	7.46e-04	-3.5325069	-1.101423	-0.86579496	HERC2P9///HERC2P2///HERC2P3///HERC2	hect domain and RLD 2 pseudogene 9///hect domain and RLD 2 pseudogene 2///hect domain and RLD 2 pseudogene 3///HECT and RLD domain containing E3 ubiquitin protein ligase 2
7894825	5.30e-03	7.47e-04	-3.5321857	-1.102382	-1.79460524		
7975095	5.30e-03	7.48e-04	3.5317084	-1.103808	1.3932857	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
8106709	5.32e-03	7.50e-04	-3.5308677	-1.106318	-0.57204624	ATG10	autophagy related 10
8041149	5.32e-03	7.51e-04	-3.5307223	-1.106752	-1.17536167	WDR43	WD repeat domain 43
7964745	5.32e-03	7.51e-04	3.530582	-1.107171	0.54570081	TMBIM4///TMBIM4	transmembrane BAX inhibitor motif containing 4///transmembrane BAX inhibitor motif containing 4
8037152	5.33e-03	7.52e-04	3.53021	-1.108282	0.54680759	GSK3A	glycogen synthase kinase 3 alpha
7981333	5.35e-03	7.55e-04	-3.5289655	-1.111997	-1.15537938		
8036038	5.35e-03	7.56e-04	3.5285603	-1.113206	0.58152878	ZNF599	zinc finger protein 599
8158939	5.35e-03	7.56e-04	-3.52831	-1.113953	-1.06511439	GFI1B	growth factor independent 1B transcriptional repressor
8153959	5.36e-03	7.57e-04	3.5279117	-1.115142	0.66307146	DOCK8	dedicator of cytokinesis 8
7895202	5.36e-03	7.58e-04	3.527819	-1.115419	1.1568099		
8033587	5.37e-03	7.59e-04	-3.527235	-1.117161	-1.15097483	PRAM1	PML-RARA regulated adaptor molecule 1
8071920	5.37e-03	7.60e-04	-3.5270202	-1.117802	-0.74212275	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
8074364	5.37e-03	7.60e-04	3.5268474	-1.118318	0.62662813	DGCR14	DiGeorge syndrome critical region gene 14
7892995	5.38e-03	7.61e-04	3.5265718	-1.11914	0.64553184		
8180354	5.39e-03	7.63e-04	-3.5256853	-1.121785	-0.40666513	ENSA	endosulfine alpha
8001111	5.39e-03	7.63e-04	-3.5256853	-1.121785	-1.05715366	UBE2MP1	ubiquitin conjugating enzyme E2 M pseudogene 1
7953100	5.40e-03	7.64e-04	-3.5252282	-1.123148	-0.84493136	FKBP4	FK506 binding protein 4
7979260	5.40e-03	7.64e-04	-3.5251235	-1.123461	-0.5728097	GMFB	glia maturation factor beta
8001197	5.40e-03	7.65e-04	-3.5249685	-1.123923	-1.52227302	NETO2	neuropilin and tolloid like 2
8056968	5.41e-03	7.66e-04	3.5242047	-1.126201	0.58262038	LINC01116	long intergenic non-protein coding RNA 1116
8165285	5.41e-03	7.67e-04	3.52407	-1.126602	0.46958599	LCN8	lipocalin 8
7983321	5.43e-03	7.69e-04	3.5232325	-1.129099	0.48797751	CASC4	cancer susceptibility candidate 4
7919407	5.43e-03	7.70e-04	3.5228424	-1.130263	0.64132082	PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
8117800	5.43e-03	7.70e-04	3.5227823	-1.130442	1.15864649	HLA-H///HLA-C///HLA-B///HLA-A///HLA-A	major histocompatibility complex, class I, H (pseudogene)///major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A///major histocompatibility complex, class I, A
8092564	5.43e-03	7.71e-04	-3.5224781	-1.131349	-0.5727698	TRA2B	transformer 2 beta homolog (Drosophila)
7897404	5.44e-03	7.71e-04	-3.5223555	-1.131714	-0.58733979	PARK7	Parkinsonism associated deglycase
7989735	5.44e-03	7.72e-04	-3.5219389	-1.132956	-0.58539504	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit
8059801	5.44e-03	7.72e-04	-3.5218359	-1.133263	-0.90013343	USP40	ubiquitin specific peptidase 40
8152215	5.44e-03	7.72e-04	-3.5218325	-1.133273	-1.06313344	KLF10	Kruppel like factor 10
7895829	5.44e-03	7.73e-04	-3.5215518	-1.13411	-0.70552269		
7957530	5.45e-03	7.74e-04	3.5212562	-1.134991	0.84833246	LOC400590	uncharacterized LOC400590
8169044	5.46e-03	7.75e-04	3.5205099	-1.137215	0.60695825	TCEAL3	transcription elongation factor A like 3
7902382	5.47e-03	7.77e-04	-3.5196837	-1.139677	-1.15090179	RABGGTB	Rab geranylgeranyltransferase beta subunit
8012953	5.48e-03	7.78e-04	-3.5193787	-1.140586	-0.83503599	TRIM16	tripartite motif containing 16
7978710	5.48e-03	7.79e-04	3.5191795	-1.141179	0.44102872		
8164698	5.48e-03	7.79e-04	3.5191503	-1.141266	0.59861463	MED27	mediator complex subunit 27
8148124	5.48e-03	7.79e-04	-3.5189828	-1.141765	-0.90882716	MTBP	MDM2 binding protein
7912750	5.48e-03	7.79e-04	3.518939	-1.141895	0.26723858	FBXO42	F-box protein 42
8026363	5.48e-03	7.80e-04	3.5187914	-1.142335	0.76505234		
7895274	5.48e-03	7.80e-04	-3.518748	-1.142464	-1.07772951		
8049702	5.48e-03	7.80e-04	3.5185859	-1.142947	0.3044905	CAPN10///GPR35	calpain 10///G protein-coupled receptor 35
8135497	5.48e-03	7.80e-04	3.518562	-1.143018	0.63822809	ZNF277	zinc finger protein 277
8143955	5.48e-03	7.81e-04	3.5184198	-1.143442	0.75308552		
8028705	5.49e-03	7.82e-04	-3.5178645	-1.145096	-0.63951716	TIMM50	translocase of inner mitochondrial membrane 50
7899192	5.49e-03	7.82e-04	3.5177485	-1.145442	0.67915244	RPS6KA1	ribosomal protein S6 kinase A1
8024194	5.50e-03	7.83e-04	-3.5174141	-1.146438	-0.52785091	GPX4	glutathione peroxidase 4
8016898	5.50e-03	7.83e-04	-3.5173562	-1.14661	-0.5410248	SRSF1	serine and arginine rich splicing factor 1
8180397	5.50e-03	7.84e-04	3.5171717	-1.147159	0.72590723		
7928367	5.50e-03	7.84e-04	3.5170455	-1.147535	0.8807281		
7915207	5.50e-03	7.84e-04	-3.5168947	-1.147984	-0.91367558	PABPC4	poly(A) binding protein cytoplasmic 4
7968252	5.50e-03	7.85e-04	-3.5167452	-1.14843	-0.68254806		
8176342	5.51e-03	7.86e-04	3.5163808	-1.149515	0.55657665	AKAP17A///ASMT	A-kinase anchoring protein 17A///acetylserotonin O-methyltransferase
7895017	5.52e-03	7.88e-04	-3.5155519	-1.151982	-0.49978305		
7953418	5.52e-03	7.88e-04	3.5154217	-1.15237	0.46283418	LAG3	lymphocyte activating 3
8029728	5.52e-03	7.88e-04	3.5153614	-1.152549	0.52299398	GIPR	gastric inhibitory polypeptide receptor
8113358	5.52e-03	7.89e-04	3.5152178	-1.152977	1.18231907	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
8101061	5.53e-03	7.90e-04	3.514789	-1.154254	0.53856616		
8041644	5.54e-03	7.91e-04	3.5144427	-1.155284	0.53235916	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
8040655	5.54e-03	7.91e-04	-3.5141932	-1.156027	-0.93016127	EPT1	ethanolaminephosphotransferase 1
8121349	5.56e-03	7.94e-04	-3.5129163	-1.159827	-0.7348471	LACE1	lactation elevated 1
7961507	5.57e-03	7.96e-04	-3.5124525	-1.161207	-0.77256464	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)
8108954	5.57e-03	7.96e-04	-3.5122981	-1.161666	-1.15935817	TCERG1	transcription elongation regulator 1
7917528	5.57e-03	7.97e-04	3.5120312	-1.16246	1.69693047		
8114006	5.57e-03	7.97e-04	3.5119748	-1.162628	0.83945361		
7893528	5.58e-03	7.98e-04	-3.5113355	-1.16453	-0.94901508		
7962358	5.58e-03	7.98e-04	3.5113218	-1.164571	0.45011379	YAF2	YY1 associated factor 2
8021542	5.58e-03	7.99e-04	3.5112658	-1.164737	0.51523967	ZCCHC2	zinc finger CCHC-type containing 2
8027279	5.58e-03	7.99e-04	3.5109958	-1.16554	1.02473324	ZNF430	zinc finger protein 430
8000978	5.59e-03	8.00e-04	3.51069	-1.16645	0.33928339	PRSS53	protease, serine 53
8068305	5.59e-03	8.00e-04	-3.5106369	-1.166608	-0.85761082	ITSN1	intersectin 1
7907310	5.59e-03	8.01e-04	3.5104883	-1.16705	0.53958529	PRRC2C	proline rich coiled-coil 2C
8076563	5.59e-03	8.01e-04	-3.5102022	-1.167901	-0.66421507	MCAT	malonyl-CoA-acyl carrier protein transacylase
8135250	5.60e-03	8.02e-04	-3.5099976	-1.168509	-0.85907206	PSMC2	proteasome 26S subunit, ATPase 2
8027938	5.61e-03	8.03e-04	3.5093682	-1.170381	0.29067778	UPK1A	uroplakin 1A
7896128	5.61e-03	8.05e-04	3.5088035	-1.17206	0.53051381		
7996185	5.62e-03	8.05e-04	-3.5086341	-1.172563	-0.39417351	MMP15	matrix metallopeptidase 15
8062557	5.62e-03	8.06e-04	3.508196	-1.173866	0.99384649	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
8087806	5.64e-03	8.08e-04	3.5074417	-1.176108	0.4680604	PCBP4	poly(rC) binding protein 4
7951734	5.64e-03	8.09e-04	-3.5073668	-1.176331	-0.76724169	ZW10	zw10 kinetochore protein
8076137	5.64e-03	8.09e-04	3.5072359	-1.17672	0.6133098	SUN2	Sad1 and UNC84 domain containing 2
7962893	5.64e-03	8.09e-04	3.5072005	-1.176825	0.69880754		
8085220	5.64e-03	8.09e-04	3.5070964	-1.177134	0.60077031	TADA3	transcriptional adaptor 3
7928069	5.64e-03	8.10e-04	3.5069664	-1.177521	0.41419784	COL13A1	collagen type XIII alpha 1 chain
7896328	5.64e-03	8.10e-04	-3.5066082	-1.178585	-1.01957468		
7898793	5.64e-03	8.11e-04	-3.506601	-1.178607	-0.54859086	C1QA	complement C1q A chain
8157193	5.64e-03	8.11e-04	3.5064723	-1.178989	1.07627282	ZNF483	zinc finger protein 483
8116994	5.65e-03	8.12e-04	3.5060933	-1.180115	0.43400978		
8125766	5.65e-03	8.12e-04	-3.5059659	-1.180494	-0.41794952	BAK1	BCL2 antagonist/killer 1
7984846	5.67e-03	8.15e-04	3.5049005	-1.183659	0.82360258	FLJ42022///CLK3	uncharacterized LOC646748///CDC like kinase 3
8112469	5.67e-03	8.15e-04	-3.504809	-1.183931	-1.31286845	LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	LINC00680-GUSBP4 readthrough///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 3///glucuronidase, beta pseudogene 2///glucuronidase beta pseudogene///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene///glucuronidase beta pseudogene
7961514	5.68e-03	8.17e-04	3.5042069	-1.18572	0.5254891	MGP	matrix Gla protein
7951068	5.68e-03	8.17e-04	3.5040086	-1.186309	0.83938811	CWC15	CWC15 spliceosome-associated protein
7998978	5.68e-03	8.18e-04	3.5038229	-1.18686	0.83417482	ZNF597	zinc finger protein 597
7895619	5.68e-03	8.18e-04	-3.5036344	-1.18742	-0.5268309		
7991503	5.70e-03	8.20e-04	3.5029444	-1.18947	0.5779387	LYSMD4	LysM domain containing 4
8053388	5.70e-03	8.21e-04	3.5026555	-1.190327	0.34259901	TGOLN2	trans-golgi network protein 2
7971644	5.73e-03	8.25e-04	-3.5011871	-1.194687	-0.75809007	SPRYD7	SPRY domain containing 7
8005475	5.73e-03	8.25e-04	-3.5009479	-1.195398	-1.07573556	TRIM16L///TRIM16	tripartite motif containing 16-like///tripartite motif containing 16
8016578	5.73e-03	8.26e-04	-3.5007968	-1.195846	-0.37007193	SLC35B1	solute carrier family 35 member B1
8041867	5.73e-03	8.26e-04	-3.5007414	-1.19601	-1.20095747	MSH2	mutS homolog 2
7899595	5.73e-03	8.26e-04	3.5006856	-1.196176	0.61076735	MATN1-AS1	MATN1 antisense RNA 1
7988838	5.73e-03	8.26e-04	-3.5005571	-1.196558	-0.96169808	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component
8103431	5.73e-03	8.27e-04	-3.50044	-1.196905	-0.38321939	C4orf46	chromosome 4 open reading frame 46
8144516	5.73e-03	8.27e-04	-3.5003768	-1.197093	-0.45993881	ERI1	exoribonuclease 1
7931863	5.73e-03	8.27e-04	-3.5002472	-1.197477	-0.85824313	ASB13	ankyrin repeat and SOCS box containing 13
7999304	5.73e-03	8.27e-04	-3.5001136	-1.197874	-0.41777284	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
8065776	5.73e-03	8.27e-04	3.500086	-1.197956	0.44887711	NCOA6	nuclear receptor coactivator 6
8003056	5.73e-03	8.28e-04	3.5000232	-1.198142	0.6884322	GAFA2	FGF-2 activity-associated protein 2
7893152	5.74e-03	8.28e-04	3.4996854	-1.199145	0.43352528		
7896001	5.76e-03	8.32e-04	-3.4985326	-1.202566	-1.49127182		
7894601	5.76e-03	8.32e-04	3.4982226	-1.203486	1.21196077		
7903024	5.77e-03	8.33e-04	3.4978935	-1.204462	0.56288876		
8180218	5.77e-03	8.34e-04	3.4977342	-1.204934	0.7795773		
7911568	5.77e-03	8.34e-04	3.4974904	-1.205658	0.35261002	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
8132539	5.77e-03	8.34e-04	3.497468	-1.205724	0.55341027	DBNL	drebrin like
8159354	5.77e-03	8.34e-04	-3.4974103	-1.205895	-0.60940239	EGFL7	EGF like domain multiple 7
7898957	5.78e-03	8.36e-04	3.4967778	-1.207772	1.28463266	RCAN3	RCAN family member 3
8018975	5.79e-03	8.38e-04	-3.4961777	-1.209551	-0.99054975	LGALS3BP	galectin 3 binding protein
8142096	5.79e-03	8.38e-04	3.4961461	-1.209645	0.95920236	ATXN7L1	ataxin 7 like 1
7967463	5.80e-03	8.40e-04	3.4953709	-1.211944	0.70754224	RILPL1	Rab interacting lysosomal protein like 1
7893313	5.82e-03	8.42e-04	-3.494475	-1.2146	-0.46696144		
7894322	5.82e-03	8.42e-04	-3.4944272	-1.214742	-1.12098556		
7984871	5.83e-03	8.44e-04	3.493852	-1.216447	0.49233245	CSK	c-src tyrosine kinase
7892930	5.85e-03	8.47e-04	3.4927355	-1.219757	0.32779218		
8167998	5.85e-03	8.48e-04	-3.4924737	-1.220533	-0.54376076	AR	androgen receptor
7916616	5.85e-03	8.48e-04	3.4924224	-1.220685	0.46057614	CYP2J2	cytochrome P450 family 2 subfamily J member 2
8092321	5.86e-03	8.50e-04	-3.4917779	-1.222594	-0.80262797	DCUN1D1	defective in cullin neddylation 1 domain containing 1
7912724	5.87e-03	8.51e-04	3.4913003	-1.22401	0.36570133	ARHGEF19	Rho guanine nucleotide exchange factor 19
8116297	5.88e-03	8.52e-04	-3.4908528	-1.225335	-1.13946588	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
8078091	5.88e-03	8.53e-04	3.490417	-1.226626	0.54248191	NR2C2	nuclear receptor subfamily 2 group C member 2
7967304	5.89e-03	8.55e-04	-3.4898874	-1.228195	-0.32651687	RSRC2	arginine and serine rich coiled-coil 2
8132413	5.90e-03	8.56e-04	3.4892698	-1.230025	0.61792787		
8153920	5.91e-03	8.57e-04	3.4888861	-1.231161	0.53792078	ZNF250	zinc finger protein 250
8121782	5.91e-03	8.59e-04	3.4884002	-1.2326	0.62802948		
8116696	5.92e-03	8.59e-04	3.4882001	-1.233193	0.29358391	C6orf201	chromosome 6 open reading frame 201
7893212	5.92e-03	8.59e-04	3.4881841	-1.23324	1.36989792		
8042259	5.92e-03	8.60e-04	-3.4879527	-1.233925	-0.93403957	MDH1	malate dehydrogenase 1
7896652	5.92e-03	8.60e-04	3.4879032	-1.234071	0.3668908		
7975224	5.92e-03	8.60e-04	-3.4878945	-1.234097	-0.80553498	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
8091737	5.94e-03	8.63e-04	-3.4867002	-1.237633	-0.98804356	IFT80	intraflagellar transport 80
8165646	5.95e-03	8.65e-04	3.4858966	-1.240012	0.49767836		
7893272	5.95e-03	8.66e-04	-3.4857617	-1.240411	-1.20777718		
8009585	5.96e-03	8.67e-04	3.4853314	-1.241684	0.28640328	DNAI2	dynein axonemal intermediate chain 2
7942279	5.97e-03	8.69e-04	-3.484695	-1.243568	-0.62873318	FAM86C1	family with sequence similarity 86 member C1
7894360	5.99e-03	8.72e-04	-3.483698	-1.246518	-1.40297501		
8111629	5.99e-03	8.72e-04	-3.4834024	-1.247392	-0.67537857	NUP155	nucleoporin 155
8005435	5.99e-03	8.73e-04	3.4833314	-1.247602	0.38276541	MIEF2	mitochondrial elongation factor 2
7894107	6.00e-03	8.73e-04	-3.4830909	-1.248313	-0.51848334		
8113006	6.00e-03	8.74e-04	3.4826464	-1.249628	0.47860924		
8050336	6.02e-03	8.77e-04	-3.4818567	-1.251964	-0.73871028	E2F6	E2F transcription factor 6
7952601	6.02e-03	8.77e-04	3.481795	-1.252146	1.90811871	ETS1	ETS proto-oncogene 1, transcription factor
7994715	6.02e-03	8.77e-04	3.4817071	-1.252406	0.38481489	INO80E	INO80 complex subunit E
7894234	6.02e-03	8.78e-04	-3.4814204	-1.253254	-1.35760489		
8103922	6.03e-03	8.79e-04	-3.4809067	-1.254773	-0.65243032	CASP3	caspase 3
8004195	6.03e-03	8.80e-04	3.480731	-1.255293	0.54589111	FBXO39	F-box protein 39
7894906	6.06e-03	8.83e-04	-3.4794847	-1.258977	-0.59263524		
8080226	6.06e-03	8.83e-04	3.4793847	-1.259273	0.54627431	DNAH1	dynein axonemal heavy chain 1
8001841	6.06e-03	8.84e-04	-3.4791296	-1.260027	-0.44281681	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
7929550	6.06e-03	8.84e-04	-3.4790356	-1.260305	-0.85816332	CCNJ	cyclin J
7945110	6.09e-03	8.89e-04	-3.47751	-1.264813	-1.01721574	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
8003484	6.09e-03	8.89e-04	3.477505	-1.264828	0.65945071	VPS9D1	VPS9 domain containing 1
7895755	6.10e-03	8.91e-04	3.4766104	-1.267471	1.10699939		
7955250	6.10e-03	8.92e-04	3.4764903	-1.267826	0.41346315	PRPF40B	pre-mRNA processing factor 40 homolog B
7965322	6.11e-03	8.93e-04	-3.4759547	-1.269408	-0.53801273	KITLG	KIT ligand
7969271	6.12e-03	8.95e-04	-3.4754514	-1.270895	-1.01343651	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
8133688	6.12e-03	8.95e-04	3.4753733	-1.271125	1.17676516	SNORA14A	small nucleolar RNA, H/ACA box 14A
7985695	6.13e-03	8.96e-04	3.4749293	-1.272437	0.52225454	AKAP13	A-kinase anchoring protein 13
8117447	6.14e-03	8.98e-04	3.4742922	-1.274318	0.68194148	BTN2A2	butyrophilin subfamily 2 member A2
8112807	6.15e-03	8.99e-04	-3.473733	-1.275969	-0.89870588	ARSB	arylsulfatase B
7896447	6.19e-03	9.05e-04	-3.4716025	-1.282258	-1.62196832		
8052204	6.20e-03	9.07e-04	-3.470957	-1.284163	-0.69481703	RTN4	reticulon 4
8059470	6.21e-03	9.09e-04	3.4705411	-1.285391	0.54836051	IRS1	insulin receptor substrate 1
8017621	6.21e-03	9.09e-04	-3.4704483	-1.285664	-0.79066767	POLG2	DNA polymerase gamma 2, accessory subunit
7941364	6.21e-03	9.10e-04	3.4701897	-1.286427	0.39081158	PCNX3	pecanex homolog 3 (Drosophila)
8004266	6.22e-03	9.10e-04	3.4698922	-1.287305	0.56871623	SLC16A13///JOSD1	solute carrier family 16 member 13///Josephin domain containing 1
7896052	6.22e-03	9.11e-04	-3.4696837	-1.28792	-1.68607109		
7933931	6.22e-03	9.11e-04	-3.4696425	-1.288042	-0.63061705		
8141688	6.22e-03	9.11e-04	-3.469589	-1.2882	-0.6388826	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
8168472	6.22e-03	9.11e-04	3.4695538	-1.288303	0.82774069	ATP7A	ATPase copper transporting alpha
7952305	6.24e-03	9.15e-04	3.4681675	-1.292393	1.34683099	BMPR1A	bone morphogenetic protein receptor type 1A
8044548	6.27e-03	9.19e-04	3.4667929	-1.296446	0.39982805	IL36A	interleukin 36, alpha
7894733	6.28e-03	9.22e-04	-3.4660374	-1.298674	-0.8597525		
7911017	6.28e-03	9.22e-04	-3.4660238	-1.298714	-0.47717466	SDCCAG8	serologically defined colon cancer antigen 8
8041236	6.28e-03	9.22e-04	3.4659044	-1.299066	0.50829379	SPAST	spastin
8125042	6.29e-03	9.23e-04	-3.4655725	-1.300044	-0.58656728	LY6G6C	lymphocyte antigen 6 complex, locus G6C
8040101	6.29e-03	9.23e-04	3.4654531	-1.300396	0.62837667		
8145977	6.30e-03	9.25e-04	3.4649353	-1.301922	0.65929782	PLEKHA2	pleckstrin homology domain containing A2
8002629	6.30e-03	9.25e-04	-3.4648784	-1.30209	-0.31883823	PKD1L3	polycystin 1 like 3, transient receptor potential channel interacting
7984914	6.31e-03	9.26e-04	3.4643477	-1.303654	0.36958079	CPLX3	complexin 3
8144712	6.31e-03	9.27e-04	-3.4640885	-1.304418	-0.38472652	KIAA1456	KIAA1456
8150204	6.31e-03	9.28e-04	-3.4639565	-1.304807	-1.02666582		
7972157	6.32e-03	9.29e-04	-3.4633995	-1.306448	-0.31824699	EDNRB	endothelin receptor type B
8129963	6.33e-03	9.30e-04	-3.463026	-1.307549	-1.22393354	ADAT2	adenosine deaminase, tRNA specific 2
8130116	6.34e-03	9.32e-04	3.4625003	-1.309097	0.39249313	LATS1	large tumor suppressor kinase 1
7959574	6.35e-03	9.33e-04	-3.4620301	-1.310482	-0.45669963	KMT5A	lysine methyltransferase 5A
8137244	6.35e-03	9.34e-04	3.4618366	-1.311053	2.46433189	GIMAP4	GTPase, IMAP family member 4
8114920	6.35e-03	9.34e-04	-3.4617489	-1.311311	-0.88820155	DPYSL3	dihydropyrimidinase like 3
7984908	6.35e-03	9.35e-04	3.4615767	-1.311818	0.45261496	CPLX3	complexin 3
8121062	6.38e-03	9.39e-04	3.4601987	-1.315876	0.34575062		
7947917	6.38e-03	9.39e-04	3.4599904	-1.316489	0.51947041	KBTBD4	kelch repeat and BTB domain containing 4
8120378	6.38e-03	9.39e-04	-3.4599493	-1.316611	-1.21576963	KIAA1586	KIAA1586
7997321	6.38e-03	9.40e-04	3.4597265	-1.317267	0.44170074	MON1B	MON1 homolog B, secretory trafficking associated
8045563	6.39e-03	9.41e-04	3.4594586	-1.318055	0.93108377	ARHGAP15	Rho GTPase activating protein 15
8047784	6.39e-03	9.42e-04	3.4590464	-1.319269	1.30022237	ZDBF2	zinc finger DBF-type containing 2
8012539	6.39e-03	9.42e-04	-3.4590194	-1.319348	-1.04306232	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
8003667	6.40e-03	9.44e-04	-3.4585205	-1.320817	-1.05036313	SERPINF1///SERPINF1	serpin family F member 1///serpin family F member 1
7895723	6.42e-03	9.46e-04	3.4577496	-1.323086	0.93514167		
7929779	6.42e-03	9.46e-04	3.4577361	-1.323126	0.62477126	ABCC2	ATP binding cassette subfamily C member 2
7916304	6.42e-03	9.47e-04	3.4574619	-1.323933	0.45019593	GLIS1	GLIS family zinc finger 1
7894852	6.42e-03	9.47e-04	-3.4572799	-1.324468	-1.92285207		
8133106	6.44e-03	9.50e-04	3.4564416	-1.326935	1.50750822	SNORA22	small nucleolar RNA, H/ACA box 22
7948894	6.44e-03	9.51e-04	3.4561801	-1.327705	1.4350056		
8143599	6.44e-03	9.51e-04	3.4561551	-1.327778	0.82332301		
8134180	6.45e-03	9.52e-04	3.455818	-1.32877	0.51113681	ANKIB1	ankyrin repeat and IBR domain containing 1
7895357	6.45e-03	9.52e-04	3.4556304	-1.329322	0.81057432		
8135341	6.46e-03	9.54e-04	3.4549418	-1.331347	0.38875884	CDHR3	cadherin related family member 3
7929616	6.46e-03	9.55e-04	3.454878	-1.331535	1.04088491	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
7973336	6.49e-03	9.59e-04	-3.4533631	-1.33599	-0.50793013	MMP14	matrix metallopeptidase 14
8180262	6.49e-03	9.60e-04	3.4530843	-1.33681	1.17931044	ZNF208	zinc finger protein 208
8180356	6.50e-03	9.60e-04	-3.4529131	-1.337313	-0.73890041	RPL7L1	ribosomal protein L7 like 1
8153609	6.51e-03	9.62e-04	3.4523594	-1.338941	0.39419249	PARP10	poly(ADP-ribose) polymerase family member 10
7976635	6.51e-03	9.62e-04	3.4523223	-1.33905	0.36677542	C14orf177	chromosome 14 open reading frame 177
