ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7921014	5.82e-02	3.49e-03	-3.2728904	-2.027582	-1.0336585	MEF2D	myocyte enhancer factor 2D
7940070	5.82e-02	3.50e-03	3.2724487	-2.028561	0.7575339	C11orf31	chromosome 11 open reading frame 31
7892608	5.83e-02	3.51e-03	3.2713975	-2.030889	0.9238284		
8082314	5.84e-02	3.51e-03	-3.2704976	-2.032882	-0.8292276	PLXNA1	plexin A1
7977987	5.84e-02	3.52e-03	-3.2702054	-2.033529	-0.6736563	MYH6	myosin heavy chain 6
7940026	5.85e-02	3.52e-03	3.2698658	-2.034281	0.5092543		
7915882	5.86e-02	3.53e-03	-3.2688444	-2.036544	-0.6860042	EFCAB14	EF-hand calcium binding domain 14
8010638	5.86e-02	3.53e-03	-3.2686734	-2.036922	-0.8488774	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
8121257	5.86e-02	3.53e-03	-3.2683421	-2.037656	-2.5094269	PRDM1	PR/SET domain 1
7949540	5.86e-02	3.54e-03	3.2677803	-2.0389	0.7160764	C11orf68	chromosome 11 open reading frame 68
8064216	5.86e-02	3.54e-03	3.2671153	-2.040372	0.8270725		
8120719	5.86e-02	3.54e-03	3.2670173	-2.040589	3.1683667	CD109	CD109 molecule
8104746	5.86e-02	3.54e-03	3.2669168	-2.040812	2.9367313	NPR3	natriuretic peptide receptor 3
8092404	5.86e-02	3.55e-03	-3.2667694	-2.041138	-0.8753771	MAP6D1	MAP6 domain containing 1
7947274	5.87e-02	3.55e-03	3.2660505	-2.042729	2.6612311	MPPED2	metallophosphoesterase domain containing 2
7893939	5.87e-02	3.55e-03	3.2658728	-2.043123	1.329208		
8139947	5.89e-02	3.57e-03	3.2640275	-2.047207	1.1343427	NSUN5P2///NSUN5P1///NSUN5	NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1///NOP2/Sun RNA methyltransferase family member 5
7895523	5.89e-02	3.57e-03	3.2640085	-2.04725	0.8795591		
7894232	5.89e-02	3.57e-03	3.2637776	-2.047761	0.789178		
7892830	5.89e-02	3.57e-03	-3.2636381	-2.048069	-0.8010071		
8033349	5.90e-02	3.58e-03	-3.2628423	-2.049831	-0.8258188	FLJ25758	microtubule affinity regulating kinase 1 pseudogene
7982100	5.90e-02	3.58e-03	3.2622184	-2.051211	1.3908026		
7894864	5.91e-02	3.59e-03	3.261652	-2.052465	1.609646		
8043393	5.93e-02	3.60e-03	3.2599638	-2.0562	0.8950762	THNSL2	threonine synthase like 2
8066417	5.94e-02	3.61e-03	3.2590508	-2.05822	0.7084892	SERINC3	serine incorporator 3
8095148	5.94e-02	3.62e-03	3.2584545	-2.059539	0.6822557	TMEM165	transmembrane protein 165
7953520	5.94e-02	3.62e-03	3.2580339	-2.060469	0.9356262	LRRC23	leucine rich repeat containing 23
8018251	5.94e-02	3.62e-03	-3.2578807	-2.060808	-0.7761219	FADS6	fatty acid desaturase 6
7987642	5.94e-02	3.62e-03	3.2578033	-2.06098	1.4801227	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1
7983111	5.94e-02	3.62e-03	-3.2575756	-2.061483	-1.0537572	SNAP23	synaptosome associated protein 23
8005501	5.95e-02	3.63e-03	3.2572717	-2.062156	1.2141998	TVP23C-CDRT4///TVP23C///TVP23B	TVP23C-CDRT4 readthrough///trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)///trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
8151384	5.98e-02	3.65e-03	-3.2545834	-2.068101	-0.9125095	STAU2	staufen double-stranded RNA binding protein 2
8108603	5.98e-02	3.65e-03	3.2545481	-2.068179	0.7361835	HARS2	histidyl-tRNA synthetase 2, mitochondrial
7982287	5.98e-02	3.65e-03	-3.2541855	-2.068981	-2.3307829	ARHGAP11B	Rho GTPase activating protein 11B
8147503	5.98e-02	3.65e-03	3.2541595	-2.069038	3.129047	LAPTM4B	lysosomal protein transmembrane 4 beta
7895578	5.99e-02	3.66e-03	-3.2531163	-2.071345	-0.7056332		
7954434	6.01e-02	3.68e-03	3.2512705	-2.075425	1.3635038		
7895072	6.01e-02	3.68e-03	3.2512426	-2.075487	0.6833504		
7940630	6.01e-02	3.68e-03	3.2504912	-2.077148	0.618864	SCGB1D2	secretoglobin family 1D member 2
7978285	6.01e-02	3.68e-03	-3.2504221	-2.077301	-0.8287132	ADCY4	adenylate cyclase 4
8083166	6.01e-02	3.69e-03	3.250369	-2.077418	1.7212884	TRPC1	transient receptor potential cation channel subfamily C member 1
8134318	6.01e-02	3.69e-03	3.2501686	-2.077861	1.230765	CASD1	CAS1 domain containing 1
7894377	6.03e-02	3.70e-03	-3.2484992	-2.081551	-1.5098431		
8024038	6.03e-02	3.70e-03	-3.2482963	-2.081999	-2.5106002	AZU1	azurocidin 1
7909708	6.03e-02	3.70e-03	-3.2481564	-2.082308	-2.095496	CENPF	centromere protein F
7959696	6.03e-02	3.71e-03	3.2480812	-2.082474	0.5468169	DNAH10	dynein axonemal heavy chain 10
8143781	6.03e-02	3.71e-03	3.2478002	-2.083095	1.6886216	GIMAP6	GTPase, IMAP family member 6
7894226	6.03e-02	3.71e-03	-3.2477099	-2.083295	-1.1089143		
8085665	6.03e-02	3.71e-03	3.247383	-2.084017	0.8077832	RFTN1	raftlin, lipid raft linker 1
7981945	6.05e-02	3.72e-03	3.2459217	-2.087246	0.7080845	PWAR6	Prader Willi/Angelman region RNA 6
8015769	6.05e-02	3.73e-03	-3.2454722	-2.088239	-1.5116291	BRCA1	BRCA1, DNA repair associated
8004057	6.05e-02	3.73e-03	-3.244912	-2.089477	-1.3674875	KIF1C	kinesin family member 1C
8061564	6.05e-02	3.73e-03	3.2447214	-2.089898	1.8779929	ID1	inhibitor of DNA binding 1, HLH protein
8067288	6.05e-02	3.74e-03	-3.2446137	-2.090136	-0.7294166	SLMO2-ATP5E///ATP5E	SLMO2-ATP5E readthrough///ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
7988970	6.05e-02	3.74e-03	3.2444223	-2.090559	0.8934569	FAM214A	family with sequence similarity 214 member A
8020842	6.08e-02	3.76e-03	3.2421487	-2.09558	0.6279088	WBP11P1	WW domain binding protein 11 pseudogene 1
7963770	6.11e-02	3.77e-03	-3.2402012	-2.099881	-1.9547879	GPR84	G protein-coupled receptor 84
8172722	6.11e-02	3.78e-03	3.2401464	-2.100002	1.2776968	MAGED4///MAGED4B	MAGE family member D4///MAGE family member D4B
8002802	6.12e-02	3.78e-03	3.2391225	-2.102263	0.8058313	WDR59	WD repeat domain 59
7905927	6.12e-02	3.79e-03	-3.2389911	-2.102553	-0.7038153		
7991766	6.12e-02	3.79e-03	-3.23875	-2.103085	-3.7040486	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
7979820	6.12e-02	3.79e-03	3.23827	-2.104145	0.9651972		
8029273	6.12e-02	3.79e-03	3.2379926	-2.104757	0.8016256	MEGF8	multiple EGF like domains 8
7910909	6.12e-02	3.80e-03	3.2377431	-2.105308	0.3960846		
7896333	6.12e-02	3.80e-03	3.2376897	-2.105426	0.686657		
8045083	6.12e-02	3.80e-03	3.2373378	-2.106203	0.6085336	SFT2D3	SFT2 domain containing 3
7917944	6.13e-02	3.81e-03	3.2367174	-2.107572	0.5518353	MIR137///MIR137HG	microRNA 137///MIR137 host gene
7993458	6.13e-02	3.81e-03	3.2361048	-2.108924	0.7018746	C16orf45	chromosome 16 open reading frame 45
8157092	6.15e-02	3.83e-03	3.2345663	-2.11232	1.4556457	TMEM38B	transmembrane protein 38B
7920422	6.15e-02	3.83e-03	3.2344713	-2.112529	1.3990672	RAB13	RAB13, member RAS oncogene family
7896087	6.15e-02	3.83e-03	3.2341862	-2.113159	0.7321677		
7896308	6.15e-02	3.83e-03	-3.234038	-2.113486	-0.8525752		
8165667	6.15e-02	3.83e-03	-3.2338549	-2.11389	-2.1975268		
8115948	6.16e-02	3.84e-03	3.2332386	-2.11525	0.8043243	SNCB	synuclein beta
7896172	6.16e-02	3.84e-03	3.2327781	-2.116266	1.3313399		
7953383	6.17e-02	3.85e-03	3.2321271	-2.117702	1.5194735	SCARNA10	small Cajal body-specific RNA 10
7948455	6.17e-02	3.85e-03	-3.2315981	-2.118869	-3.7055719	MS4A6A	membrane spanning 4-domains A6A
7893689	6.17e-02	3.85e-03	3.2314988	-2.119088	0.596322		
8067978	6.17e-02	3.85e-03	-3.2312931	-2.119542	-0.6163647	PPIAP30///PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A pseudogene 30///peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
7922410	6.18e-02	3.86e-03	-3.2306051	-2.12106	-1.2411124	SNORD44	small nucleolar RNA, C/D box 44
7974689	6.20e-02	3.87e-03	3.2292051	-2.124148	1.155749	DACT1	dishevelled binding antagonist of beta catenin 1
7942379	6.20e-02	3.88e-03	3.2288215	-2.124994	0.5773244		
7896297	6.20e-02	3.88e-03	3.2283366	-2.126063	1.9937042		
8175947	6.20e-02	3.88e-03	-3.2283208	-2.126098	-0.8941611	HCFC1	host cell factor C1
7896118	6.23e-02	3.91e-03	3.2256769	-2.131928	0.953318		
8010186	6.24e-02	3.91e-03	3.225171	-2.133044	0.820973		
8047457	6.24e-02	3.91e-03	3.2249929	-2.133436	0.3894503		
8086517	6.24e-02	3.91e-03	3.2248162	-2.133826	2.0083389	CDCP1	CUB domain containing protein 1
8131811	6.24e-02	3.92e-03	3.2246549	-2.134181	0.97154		
8142104	6.24e-02	3.92e-03	-3.2240826	-2.135443	-0.9081166	ATXN7L1	ataxin 7 like 1
7999834	6.24e-02	3.92e-03	-3.2237522	-2.136171	-0.7621797	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1
7963054	6.24e-02	3.93e-03	3.2235914	-2.136526	0.9777772	TUBA1A	tubulin alpha 1a
7894536	6.24e-02	3.93e-03	3.2235408	-2.136637	0.8103571		
8163402	6.25e-02	3.93e-03	-3.2228983	-2.138054	-0.7511929	PTBP3	polypyrimidine tract binding protein 3
7894561	6.25e-02	3.93e-03	3.2226334	-2.138637	1.0128266		
8143441	6.26e-02	3.94e-03	3.2217523	-2.140579	1.4703625	KIAA1147	KIAA1147
7921806	6.27e-02	3.95e-03	-3.2207386	-2.142813	-0.6241594	B4GALT3	beta-1,4-galactosyltransferase 3
8139845	6.27e-02	3.96e-03	-3.2201862	-2.144031	-0.5078313	LOC441242	uncharacterized LOC441242
8088047	6.27e-02	3.96e-03	-3.2200638	-2.1443	-0.8619561	TMEM110-MUSTN1///MUSTN1	TMEM110-MUSTN1 readthrough///musculoskeletal, embryonic nuclear protein 1
7924897	6.28e-02	3.96e-03	-3.2193543	-2.145864	-0.9252526	CCSAP	centriole, cilia and spindle associated protein
7893789	6.28e-02	3.96e-03	3.2193295	-2.145918	0.8836725		
7894213	6.28e-02	3.97e-03	3.219276	-2.146036	0.6494454		
8074057	6.28e-02	3.97e-03	3.2188336	-2.147011	0.8249672		
8012539	6.28e-02	3.97e-03	-3.2184609	-2.147832	-1.1234408	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
8095868	6.28e-02	3.97e-03	3.2184506	-2.147855	2.3251454	LOC100131826	TSSP3028
7893601	6.28e-02	3.98e-03	3.218202	-2.148403	0.9320982		
7921621	6.28e-02	3.98e-03	-3.2180642	-2.148706	-1.1479667		
7947450	6.29e-02	3.99e-03	3.2169331	-2.151198	0.9671877	LMO2	LIM domain only 2
8159566	6.31e-02	4.00e-03	-3.2153492	-2.154686	-0.4380147	MAN1B1	mannosidase alpha class 1B member 1
7944510	6.33e-02	4.02e-03	-3.213821	-2.158052	-0.8587027	RNF26	ring finger protein 26
7931582	6.33e-02	4.02e-03	3.2137505	-2.158207	0.7180768	PAOX	polyamine oxidase (exo-N4-amino)
8100292	6.34e-02	4.02e-03	-3.2129847	-2.159894	-0.8004278	FRYL	FRY like transcription coactivator
7892877	6.34e-02	4.03e-03	-3.2126028	-2.160734	-1.6409476		
8161362	6.35e-02	4.03e-03	3.2120769	-2.161892	0.7422037	LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	uncharacterized LOC102724238///uncharacterized LOC100126582///fibroblast growth factor 7 pseudogene 3///uncharacterized LOC403323///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8015445	6.35e-02	4.04e-03	3.2118155	-2.162468	1.0871025	NT5C3B	5'-nucleotidase, cytosolic IIIB
8134036	6.35e-02	4.04e-03	3.2112552	-2.163701	0.8281532	STEAP2	STEAP2 metalloreductase
8055702	6.35e-02	4.04e-03	3.2110659	-2.164118	1.0522757	NMI	N-myc and STAT interactor
7894151	6.35e-02	4.05e-03	3.2107346	-2.164848	1.3896228		
7954382	6.35e-02	4.05e-03	-3.2106449	-2.165045	-1.1769126	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
7959123	6.35e-02	4.05e-03	-3.210517	-2.165327	-0.6651095	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
7918223	6.38e-02	4.07e-03	3.2083585	-2.170078	1.9104287	HENMT1	HEN1 methyltransferase homolog 1
7893660	6.39e-02	4.08e-03	3.2074945	-2.171979	0.8306707		
8102730	6.40e-02	4.09e-03	3.2065114	-2.174142	0.9661155	MFSD8	major facilitator superfamily domain containing 8
8170882	6.40e-02	4.09e-03	-3.2063763	-2.17444	-0.8157065	ATP6AP1	ATPase H+ transporting accessory protein 1
8179205	6.40e-02	4.09e-03	3.2057398	-2.17584	0.6915185	GTF2H4	general transcription factor IIH subunit 4
8130622	6.40e-02	4.10e-03	3.2054479	-2.176482	1.3402013		
8045398	6.40e-02	4.10e-03	3.2054455	-2.176488	0.6845003	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
8140291	6.40e-02	4.10e-03	3.2051615	-2.177112	1.068979	LOC100101148///LOC541473///FKBP6	FK506 binding protein 6, 36kDa pseudogene///FK506 binding protein 6, 36kDa pseudogene///FK506 binding protein 6
8103452	6.40e-02	4.10e-03	3.2051027	-2.177242	0.5293368	C4orf45	chromosome 4 open reading frame 45
8070269	6.41e-02	4.11e-03	-3.2045322	-2.178497	-0.8952772	DSCR3	DSCR3 arrestin fold containing
8077612	6.41e-02	4.11e-03	-3.2043406	-2.178919	-0.9104674	ARPC4-TTLL3///TTLL3	ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3
8083422	6.41e-02	4.11e-03	-3.2042451	-2.179129	-2.5129515	SUCNR1	succinate receptor 1
8022612	6.41e-02	4.11e-03	3.2041382	-2.179364	3.543643	ZNF521	zinc finger protein 521
8078252	6.41e-02	4.11e-03	-3.2039768	-2.179719	-1.9990461	UBE2E2	ubiquitin conjugating enzyme E2 E2
7929511	6.41e-02	4.11e-03	-3.2035709	-2.180612	-2.812581	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
7954604	6.42e-02	4.12e-03	3.2026143	-2.182716	0.723055	KLHL42	kelch like family member 42
8138007	6.43e-02	4.13e-03	3.2020059	-2.184054	1.2737936		
8047557	6.43e-02	4.14e-03	3.2013357	-2.185528	1.0899811		
7983771	6.43e-02	4.14e-03	3.2011757	-2.18588	1.1216434		
8180397	6.43e-02	4.14e-03	3.2010792	-2.186092	1.2827086		
7894713	6.44e-02	4.14e-03	-3.2006451	-2.187047	-1.0325281		
8158123	6.45e-02	4.15e-03	3.1995147	-2.189532	0.6300867	FPGS	folylpolyglutamate synthase
8146268	6.47e-02	4.17e-03	3.1981291	-2.192579	0.6895422	FNTA	farnesyltransferase, CAAX box, alpha
7954010	6.47e-02	4.17e-03	3.1977181	-2.193482	0.5099401		
8104072	6.48e-02	4.18e-03	3.1970389	-2.194975	0.8542223	FLJ38576	uncharacterized LOC651430
8155510	6.48e-02	4.18e-03	3.196959	-2.195151	0.9649779	FAM27B///FAM27C	family with sequence similarity 27 member B///family with sequence similarity 27 member C
7973221	6.48e-02	4.18e-03	-3.1963956	-2.196389	-0.561254	TRAJ17///TRAV12-2	T cell receptor alpha joining 17///T cell receptor alpha variable 12-2
7953333	6.48e-02	4.19e-03	-3.1961773	-2.196869	-1.0238949	CD27	CD27 molecule
7966202	6.48e-02	4.19e-03	-3.1961046	-2.197029	-0.7782078	KCTD10	potassium channel tetramerization domain containing 10
7961182	6.48e-02	4.19e-03	3.1956713	-2.197981	0.7416123	KLRC2	killer cell lectin like receptor C2
7967933	6.51e-02	4.21e-03	3.1935606	-2.20262	1.2457649	IFT88	intraflagellar transport 88
8094599	6.52e-02	4.22e-03	-3.192837	-2.20421	-1.0558154	KLF3	Kruppel like factor 3
8086600	6.53e-02	4.23e-03	-3.1919748	-2.206104	-2.4808385	CCR1	C-C motif chemokine receptor 1
7946687	6.53e-02	4.23e-03	3.1916483	-2.206821	0.4381383	PTH	parathyroid hormone
8066382	6.53e-02	4.24e-03	3.1913264	-2.207529	0.5781722		
7941127	6.54e-02	4.24e-03	-3.1905995	-2.209125	-0.6017538	ZFPL1	zinc finger protein like 1
7894131	6.54e-02	4.24e-03	3.1905287	-2.209281	0.6494293		
8041015	6.54e-02	4.24e-03	-3.1904323	-2.209493	-0.7046744	SLC4A1AP	solute carrier family 4 member 1 adaptor protein
8025328	6.54e-02	4.25e-03	-3.1903215	-2.209736	-0.5416187	EVI5L	ecotropic viral integration site 5 like
8067942	6.55e-02	4.25e-03	3.189385	-2.211793	0.7801849	MIR99A	microRNA 99a
7939398	6.55e-02	4.26e-03	3.1891569	-2.212294	0.6904955	RAG1	recombination activating gene 1
7892613	6.55e-02	4.26e-03	3.1887714	-2.213141	0.6584197		
7927233	6.56e-02	4.27e-03	-3.1881634	-2.214476	-0.8953775	FAM21A///FAM21C	family with sequence similarity 21 member A///family with sequence similarity 21 member C
7979725	6.56e-02	4.27e-03	3.1880504	-2.214724	1.3923187	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
7896456	6.56e-02	4.27e-03	-3.1875302	-2.215867	-0.5705751		
8114572	6.56e-02	4.28e-03	-3.1869802	-2.217074	-3.4977475	HBEGF	heparin binding EGF like growth factor
7893268	6.56e-02	4.28e-03	-3.1869597	-2.217119	-0.7863238		
8039871	6.56e-02	4.28e-03	-3.1869521	-2.217136	-0.694974	KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
8102389	6.56e-02	4.28e-03	-3.1865556	-2.218007	-1.5619742	ZGRF1	zinc finger GRF-type containing 1
8059071	6.57e-02	4.29e-03	3.1859444	-2.219349	1.0336882	NHEJ1	non-homologous end joining factor 1
8069085	6.57e-02	4.29e-03	-3.1856065	-2.22009	-1.0442085	TRPM2	transient receptor potential cation channel subfamily M member 2
7952185	6.57e-02	4.29e-03	-3.1854354	-2.220466	-1.1694913	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
8146326	6.58e-02	4.30e-03	3.1845692	-2.222368	0.6745143		
7940259	6.59e-02	4.31e-03	-3.1841425	-2.223304	-2.3193184	MS4A14///MS4A7	membrane spanning 4-domains A14///membrane spanning 4-domains A7
8176282	6.59e-02	4.31e-03	-3.1836657	-2.224351	-1.3427154	PGAM4///PGAM1	phosphoglycerate mutase family member 4///phosphoglycerate mutase 1
7997662	6.59e-02	4.32e-03	-3.1831139	-2.225562	-1.5347884	KIAA0513	KIAA0513
8011218	6.60e-02	4.32e-03	3.1827685	-2.22632	0.825121	MIR132	microRNA 132
7918755	6.61e-02	4.33e-03	-3.1819424	-2.228133	-0.7778428		
8079368	6.63e-02	4.34e-03	3.1804217	-2.231471	1.3185645		
7899905	6.63e-02	4.35e-03	3.1803623	-2.231601	0.5797871	HMGB4	high mobility group box 4
7894659	6.63e-02	4.35e-03	3.1800103	-2.232373	0.5710102		
8028279	6.63e-02	4.36e-03	3.1793359	-2.233853	0.5455737		
7964250	6.63e-02	4.36e-03	3.179118	-2.234331	0.5841955	PTGES3	prostaglandin E synthase 3
7905131	6.63e-02	4.36e-03	-3.1790483	-2.234484	-0.5321296	CA14	carbonic anhydrase 14
7893486	6.64e-02	4.36e-03	-3.178636	-2.235388	-0.576554		
7959249	6.64e-02	4.37e-03	3.1779381	-2.236919	0.9299315		
7966183	6.65e-02	4.38e-03	3.1772688	-2.238388	0.7788249	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
8100530	6.65e-02	4.38e-03	3.1772676	-2.23839	2.0039689		
7992828	6.65e-02	4.38e-03	-3.1768842	-2.239231	-1.2611322	IL32	interleukin 32
7971388	6.65e-02	4.38e-03	3.1765204	-2.240029	1.5216573	SLC25A30	solute carrier family 25 member 30
8075542	6.65e-02	4.39e-03	-3.1762965	-2.24052	-0.7415668	PRR14L	proline rich 14 like
7893093	6.65e-02	4.39e-03	3.1761029	-2.240945	1.2041099		
7893351	6.65e-02	4.39e-03	3.176018	-2.241131	0.9285621		
8145770	6.66e-02	4.40e-03	3.1754568	-2.242362	0.6334353		
7966425	6.66e-02	4.40e-03	3.1750538	-2.243246	1.5612392		
7997556	6.68e-02	4.42e-03	-3.173414	-2.246841	-0.5543366	DNAAF1	dynein axonemal assembly factor 1
8051820	6.68e-02	4.42e-03	3.1733327	-2.24702	0.6378451	THADA	THADA, armadillo repeat containing
8171844	6.69e-02	4.42e-03	3.1727441	-2.24831	0.9971563	SUPT20HL1///SUPT20HL2	SPT20 homolog, SAGA complex component-like 1///SPT20 homolog, SAGA complex component-like 2
8014574	6.69e-02	4.43e-03	-3.1721818	-2.249543	-1.1732758	DDX52	DEAD-box helicase 52
8025612	6.69e-02	4.43e-03	3.1720064	-2.249927	1.1970201	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
8081853	6.69e-02	4.43e-03	-3.1719418	-2.250069	-0.7998079	POGLUT1	protein O-glucosyltransferase 1
8001782	6.69e-02	4.44e-03	3.1715633	-2.250899	1.3825085	RPS27A	ribosomal protein S27a
7894982	6.70e-02	4.44e-03	3.1707846	-2.252606	0.5391846		
8083747	6.70e-02	4.45e-03	3.1703044	-2.253658	0.6431966		
7902965	6.70e-02	4.45e-03	3.1702879	-2.253695	1.1421545	BTBD8	BTB domain containing 8
8041061	6.71e-02	4.45e-03	-3.1699459	-2.254444	-1.2468885	PLB1	phospholipase B1
7895872	6.71e-02	4.46e-03	3.1697063	-2.254969	0.7273601		
8032751	6.71e-02	4.46e-03	-3.1694606	-2.255508	-0.7458172		
7969651	6.71e-02	4.46e-03	-3.169267	-2.255932	-0.8870935	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
7935058	6.71e-02	4.47e-03	-3.1685174	-2.257575	-3.1709138	MYOF	myoferlin
7941122	6.71e-02	4.47e-03	3.1683526	-2.257936	0.7904571	SAC3D1	SAC3 domain containing 1
8148331	6.71e-02	4.47e-03	3.168343	-2.257957	0.7956379		
7964757	6.71e-02	4.47e-03	-3.1681204	-2.258445	-2.4748054		
7913682	6.71e-02	4.47e-03	3.1680098	-2.258687	0.9410106	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase
8146921	6.71e-02	4.48e-03	-3.167617	-2.259548	-1.0591897	RDH10	retinol dehydrogenase 10 (all-trans)
7921342	6.71e-02	4.48e-03	-3.1670836	-2.260716	-0.5218744	LOC729866	uncharacterized LOC729866
7910944	6.71e-02	4.48e-03	3.1669659	-2.260975	1.1439402		
8078738	6.71e-02	4.48e-03	-3.1669271	-2.261059	-0.7802645	OXSR1	oxidative stress responsive 1
8139057	6.71e-02	4.49e-03	3.1667022	-2.261552	0.9167101	ELMO1	engulfment and cell motility 1
7895937	6.71e-02	4.49e-03	-3.1664455	-2.262115	-0.6016126		
7929258	6.71e-02	4.49e-03	-3.1663775	-2.262264	-2.1847935	KIF11	kinesin family member 11
7896369	6.71e-02	4.49e-03	3.1662744	-2.26249	0.929289		
8076239	6.72e-02	4.50e-03	-3.1659508	-2.263198	-0.5804283		
8030954	6.72e-02	4.50e-03	3.1657615	-2.263613	0.9018307	ZNF137P	zinc finger protein 137, pseudogene
8160238	6.72e-02	4.50e-03	3.1651897	-2.264866	1.201871	PSIP1	PC4 and SFRS1 interacting protein 1
8089249	6.72e-02	4.51e-03	3.1648867	-2.265529	0.8560518	RPL24	ribosomal protein L24
7994781	6.72e-02	4.51e-03	-3.1645812	-2.266199	-0.9963805	SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3///SULT1A1///SULT1A2	SLX1B-SULT1A4 readthrough (NMD candidate)///SLX1A-SULT1A3 readthrough (NMD candidate)///SLX1 homolog A, structure-specific endonuclease subunit///sulfotransferase family 1A member 4///SLX1 homolog B, structure-specific endonuclease subunit///sulfotransferase family 1A member 3///sulfotransferase family 1A member 1///sulfotransferase family 1A member 2
7961702	6.72e-02	4.51e-03	3.1643312	-2.266746	0.6554699	KCNJ8	potassium voltage-gated channel subfamily J member 8
8026024	6.72e-02	4.51e-03	-3.1641693	-2.267101	-0.6207594	ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
7895717	6.72e-02	4.51e-03	3.1641571	-2.267128	1.0545287		
8146171	6.72e-02	4.52e-03	3.1639344	-2.267615	0.9573566	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
7893894	6.72e-02	4.52e-03	3.1638288	-2.267847	1.9743487		
8021783	6.73e-02	4.53e-03	-3.16291	-2.269859	-0.5950553	ZNF236	zinc finger protein 236
7894956	6.74e-02	4.53e-03	-3.1626011	-2.270536	-1.6119016		
8171182	6.74e-02	4.54e-03	-3.1620779	-2.271681	-0.7407545	PRKX	protein kinase, X-linked
7949763	6.75e-02	4.54e-03	3.1615458	-2.272846	0.7682261		
